Ma tram,ten tram,TAB,Yeu To,tinh
556300,Ba To,tocdogio_avg10_oday,Toc Do Gio AVG10,Quang Ngai
556300,Ba To,tocdogio_max60_oday,Toc Do Gio max 60,Quang Ngai
556300,Ba To,tocdogio_oday,Toc Do Gio,Quang Ngai
556400,Quang Ngai,doam_oday,Do Am,Quang Ngai
556400,Quang Ngai,huonggioavg10_oday,Huong Gio AVG10,Quang Ngai
556400,Quang Ngai,huonggiomax60_oday,Huong Gio Max 60,Quang Ngai
556400,Quang Ngai,huonggio_oday,Huong Gio,Quang Ngai
556400,Quang Ngai,khiap_oday,Khi Ap,Quang Ngai
556400,Quang Ngai,mua_oday_khituong,Mua,Quang Ngai
556400,Quang Ngai,nguondataloger_oday,Nguon dataloger,Quang Ngai
556400,Quang Ngai,nhietdo_oday,Nhiet Do,Quang Ngai
556400,Quang Ngai,tocdogio_avg10_oday,Toc Do Gio AVG10,Quang Ngai
556400,Quang Ngai,tocdogio_max60_oday,Toc Do Gio max 60,Quang Ngai
556400,Quang Ngai,tocdogio_oday,Toc Do Gio,Quang Ngai
556500,Ly Son,doam_oday,Do Am,Quang Ngai
556500,Ly Son,huonggioavg10_oday,Huong Gio AVG10,Quang Ngai
556500,Ly Son,huonggiomax60_oday,Huong Gio Max 60,Quang Ngai
556500,Ly Son,huonggio_oday,Huong Gio,Quang Ngai
556500,Ly Son,khiap_oday,Khi Ap,Quang Ngai
556500,Ly Son,mua_oday_khituong,Mua,Quang Ngai
556500,Ly Son,nguondataloger_oday,Nguon dataloger,Quang Ngai
556500,Ly Son,nhietdo_oday,Nhiet Do,Quang Ngai
556500,Ly Son,tocdogio_avg10_oday,Toc Do Gio AVG10,Quang Ngai
556500,Ly Son,tocdogio_max60_oday,Toc Do Gio max 60,Quang Ngai
556500,Ly Son,tocdogio_oday,Toc Do Gio,Quang Ngai
557800,Son Tay,mua_oday_domua,Mua,Quang Ngai
557800,Son Tay,nguondataloger_oday,Nguon dataloger,Quang Ngai
557900,Son Ha,mua_oday_domua,Mua,Quang Ngai
557900,Son Ha,nguondataloger_oday,Nguon dataloger,Quang Ngai
558000,Gia Vuc,mua_oday_domua,Mua,Quang Ngai
558000,Gia Vuc,nguondataloger_oday,Nguon dataloger,Quang Ngai
558100,Minh Long,mua_oday_domua,Mua,Quang Ngai
558100,Minh Long,nguondataloger_oday,Nguon dataloger,Quang Ngai
561700,Dung Quat Idro,mucnuoc_oday,Muc Nuoc,Quang Ngai
561700,Dung Quat Idro,nguondataloger_oday,Nguon dataloger,Quang Ngai
91643,Son Mua,hanquoc_mua,Mua,Quang Ngai
91643,Son Mua,hanquoc_nguon,Nguon dataloger,Quang Ngai
91644,Son Ba,hanquoc_mua,Mua,Quang Ngai
91644,Son Ba,hanquoc_nguon,Nguon dataloger,Quang Ngai
91645,Tra Phong,hanquoc_mua,Mua,Quang Ngai
91645,Tra Phong,hanquoc_nguon,Nguon dataloger,Quang Ngai
1201,Ba Lien,vrain_mua,Mua,Quang Ngai
136740,Ba Nam,vrain_mua,Mua,Quang Ngai
14692,Binh An,vrain_mua,Mua,Quang Ngai
207491,Nghia Tho,vrain_mua,Mua,Quang Ngai
35292,Tra Phong,vrain_mua,Mua,Quang Ngai
354413,Ba Trang,vrain_mua,Mua,Quang Ngai
355625,Long Son,vrain_mua,Mua,Quang Ngai
355746,Ba Le,vrain_mua,Mua,Quang Ngai
355760,Ba Dinh,vrain_mua,Mua,Quang Ngai
355877,Thanh An,vrain_mua,Mua,Quang Ngai
36619,Tra Tan,vrain_mua,Mua,Quang Ngai
456874,Ba Trang,vrain_mua,Mua,Quang Ngai
457122,Ba Nam,vrain_mua,Mua,Quang Ngai
470684,Duc Phong,vrain_mua,Mua,Quang Ngai
472622,Duc Phu,vrain_mua,Mua,Quang Ngai
473942,Nghia Trung,vrain_mua,Mua,Quang Ngai
476310,Ba Dien,vrain_mua,Mua,Quang Ngai
478645,Binh Tan,vrain_mua,Mua,Quang Ngai
483909,Tra Phu,vrain_mua,Mua,Quang Ngai
485806,Binh Khuong,vrain_mua,Mua,Quang Ngai
501833,Ba Vinh,vrain_mua,Mua,Quang Ngai
625170,Tra Bui,vrain_mua,Mua,Quang Ngai
75561,Son Ky,vrain_mua,Mua,Quang Ngai
75771,Son Bua,vrain_mua,Mua,Quang Ngai
75778,Son Lap,vrain_mua,Mua,Quang Ngai
760001,Luu vuc ho Liet Son,vrain_mua,Mua,Quang Ngai
760002,Luu vuc ho Dien Truong,vrain_mua,Mua,Quang Ngai
760003,Luu vuc ho Nui Ngang Suoi Va Ho,vrain_mua,Mua,Quang Ngai
760030,DM HCN Dien Truong,vrain_mua,Mua,Quang Ngai
760031,DM HCN Liet Son,vrain_mua,Mua,Quang Ngai
760032,DM HCN Nui Ngang,vrain_mua,Mua,Quang Ngai
760034,Luu vuc ho Nui Ngang Suoi Nuoc Suoi,vrain_mua,Mua,Quang Ngai
8371,Tra Hiep,vrain_mua,Mua,Quang Ngai
86012,Hoi An,young_ff2s,Toc Do Gio max 2 giay,Quang Ngai
86085,Ly Son,young_dd,Huong Gio TB 2 phut,Quang Ngai
86085,Ly Son,young_dd2m,Huong Gio max 2 phut,Quang Ngai
86085,Ly Son,young_dd2s,Huong Gio max 2 giay,Quang Ngai
86085,Ly Son,young_ff,Toc Do Gio TB 2 Phut,Quang Ngai
86085,Ly Son,young_ff2m,Toc Do Gio max 2 phut,Quang Ngai
86085,Ly Son,young_ff2s,Toc Do Gio max 2 giay,Quang Ngai
86540,Tra Cau,young_dd,Huong Gio TB 2 phut,Quang Ngai
86540,Tra Cau,young_dd2m,Huong Gio max 2 phut,Quang Ngai
86540,Tra Cau,young_dd2s,Huong Gio max 2 giay,Quang Ngai
86540,Tra Cau,young_ff,Toc Do Gio TB 2 Phut,Quang Ngai
86540,Tra Cau,young_ff2m,Toc Do Gio max 2 phut,Quang Ngai
86540,Tra Cau,young_ff2s,Toc Do Gio max 2 giay,Quang Ngai
86863,Quang Ngai,young_dd,Huong Gio TB 2 phut,Quang Ngai
86863,Quang Ngai,young_dd2m,Huong Gio max 2 phut,Quang Ngai
86863,Quang Ngai,young_dd2s,Huong Gio max 2 giay,Quang Ngai
86863,Quang Ngai,young_ff,Toc Do Gio TB 2 Phut,Quang Ngai
86863,Quang Ngai,young_ff2m,Toc Do Gio max 2 phut,Quang Ngai
86863,Quang Ngai,young_ff2s,Toc Do Gio max 2 giay,Quang Ngai
920005,Dau moi HCN Liet Son,vrain_mua,Mua,Quang Ngai
965884,Hanh Dung,vrain_mua,Mua,Quang Ngai
968713,Ba Cung,vrain_mua,Mua,Quang Ngai
985849,Pho Phong,vrain_mua,Mua,Quang Ngai
ARG0000036,Mo Duc,mua_wb5,Mua,Quang Ngai
ARG0000036,Mo Duc,nguondataloger_wb5,Nguon dataloger,Quang Ngai
ARG0000037,Sa Huynh,mua_wb5,Mua,Quang Ngai
ARG0000037,Sa Huynh,nguondataloger_wb5,Nguon dataloger,Quang Ngai
