Ma tram,ten tram,TAB,Yeu To,tinh
91499,Huong Nguyen,hanquoc_nguon,Nguon dataloger,Thua Thien Hue
91500,Hong Trung,hanquoc_mua,Mua,Thua Thien Hue
91500,Hong Trung,hanquoc_nguon,Nguon dataloger,Thua Thien Hue
91501,Phong My,hanquoc_mua,Mua,Thua Thien Hue
91501,Phong My,hanquoc_nguon,Nguon dataloger,Thua Thien Hue
91502,Duong Hoa,hanquoc_mua,Mua,Thua Thien Hue
91502,Duong Hoa,hanquoc_nguon,Nguon dataloger,Thua Thien Hue
91517,Loc Tien,hanquoc_mua,Mua,Thua Thien Hue
91517,Loc Tien,hanquoc_nguon,Nguon dataloger,Thua Thien Hue
91518,Huong Phu,hanquoc_mua,Mua,Thua Thien Hue
91518,Huong Phu,hanquoc_nguon,Nguon dataloger,Thua Thien Hue
91519,Huong Son (Hue),hanquoc_mua,Mua,Thua Thien Hue
91519,Huong Son (Hue),hanquoc_nguon,Nguon dataloger,Thua Thien Hue
91536,Hoa Bac,hanquoc_mua,Mua,Da Nang
91536,Hoa Bac,hanquoc_nguon,Nguon dataloger,Da Nang
91537,Hoa Phu,hanquoc_mua,Mua,Da Nang
91537,Hoa Phu,hanquoc_nguon,Nguon dataloger,Da Nang
91560,Tam Tra,hanquoc_mua,Mua,Quang Nam
91560,Tam Tra,hanquoc_nguon,Nguon dataloger,Quang Nam
91561,Nui Thanh 1,hanquoc_mua,Mua,Quang Nam
91561,Nui Thanh 1,hanquoc_nguon,Nguon dataloger,Quang Nam
91562,Thang Binh 1,hanquoc_mua,Mua,Quang Nam
91562,Thang Binh 1,hanquoc_nguon,Nguon dataloger,Quang Nam
91563,TrHy,hanquoc_mua,Mua,Quang Nam
91563,TrHy,hanquoc_nguon,Nguon dataloger,Quang Nam
91564,LaDee,hanquoc_mua,Mua,Quang Nam
91564,LaDee,hanquoc_nguon,Nguon dataloger,Quang Nam
91565,Tra Don,hanquoc_mua,Mua,Quang Nam
91565,Tra Don,hanquoc_nguon,Nguon dataloger,Quang Nam
91643,Son Mua,hanquoc_mua,Mua,Quang Ngai
91643,Son Mua,hanquoc_nguon,Nguon dataloger,Quang Ngai
91644,Son Ba,hanquoc_mua,Mua,Quang Ngai
91644,Son Ba,hanquoc_nguon,Nguon dataloger,Quang Ngai
91645,Tra Phong,hanquoc_mua,Mua,Quang Ngai
91645,Tra Phong,hanquoc_nguon,Nguon dataloger,Quang Ngai
1201,Ba Lien,vrain_mua,Mua,Quang Ngai
1204,Hoa Bac,vrain_mua,Mua,Da Nang
136740,Ba Nam,vrain_mua,Mua,Quang Ngai
14692,Binh An,vrain_mua,Mua,Quang Ngai
14693,Binh Phu,vrain_mua,Mua,Quang Nam
14696,Ho chua nuoc Khe Ngang,vrain_mua,Mua,Thua Thien Hue
148245,Tra Kot,vrain_mua,Mua,Quang Nam
1912,Ho Dong Nghe,vrain_mua,Mua,Da Nang
191474,Truong Xuan,vrain_mua,Mua,Quang Binh
207491,Nghia Tho,vrain_mua,Mua,Quang Ngai
226650,Van Phong Thuong Truc QN,vrain_mua,Mua,Quang Nam
226653,Phuoc Ninh,vrain_mua,Mua,Quang Nam
228925,Phuoc Chanh,vrain_mua,Mua,Quang Nam
228926,Tien Phong,vrain_mua,Mua,Quang Nam
228927,Dai Dong,vrain_mua,Mua,Quang Nam
228929,Duy Trung,vrain_mua,Mua,Quang Nam
228930,Que Luu,vrain_mua,Mua,Quang Nam
266249,Zuoih,vrain_mua,Mua,Quang Nam
306474,Hoa Khe,vrain_mua,Mua,Da Nang
312213,Cua Tung,vrain_mua,Mua,Quang Tri
317420,Trieu Ai,vrain_mua,Mua,Quang Tri
319225,Hai An,vrain_mua,Mua,Quang Tri
341347,Hai Lam,vrain_mua,Mua,Quang Tri
341801,Trooc,vrain_mua,Mua,Quang Binh
344845,Linh Thuong,vrain_mua,Mua,Quang Tri
345334,Huong Loc,vrain_mua,Mua,Quang Tri
346097,Huong Linh,vrain_mua,Mua,Quang Tri
352410,Lao Bao,vrain_mua,Mua,Quang Tri
35292,Tra Phong,vrain_mua,Mua,Quang Ngai
354128,Que Phuoc,vrain_mua,Mua,Quang Nam
354413,Ba Trang,vrain_mua,Mua,Quang Ngai
354578,Thang Phuoc,vrain_mua,Mua,Quang Nam
355625,Long Son,vrain_mua,Mua,Quang Ngai
355746,Ba Le,vrain_mua,Mua,Quang Ngai
355760,Ba Dinh,vrain_mua,Mua,Quang Ngai
355827,Dien Hong,vrain_mua,Mua,Quang Nam
355877,Thanh An,vrain_mua,Mua,Quang Ngai
356218,Thuy dien Dakrong 2,vrain_mua,Mua,Quang Tri
356642,A Bung,vrain_mua,Mua,Quang Tri
361415,Son Trach,vrain_mua,Mua,Quang Binh
36614,Khanh Hiep,vrain_mua,Mua,Quang Nam
36619,Tra Tan,vrain_mua,Mua,Quang Ngai
36623,Tien Ha,vrain_mua,Mua,Quang Nam
40664,Ba Nang,vrain_mua,Mua,Quang Tri
40665,Vinh Tu,vrain_mua,Mua,Quang Tri
40667,Thanh,vrain_mua,Mua,Quang Tri
40723,Hai Thai,vrain_mua,Mua,Quang Tri
40728,Cam Chinh,vrain_mua,Mua,Quang Tri
40730,A Doi,vrain_mua,Mua,Quang Tri
40731,Ta Long,vrain_mua,Mua,Quang Tri
40742,Vinh Khe,vrain_mua,Mua,Quang Tri
40824,Huong Phung,vrain_mua,Mua,Quang Tri
41039,Tan Long,vrain_mua,Mua,Quang Tri
41040,Thuy dien Quang Tri,vrain_mua,Mua,Quang Tri
430013,Chi cuc thuy loi,vrain_mua,Mua,Da Nang
430014,Ho Ho Cau,vrain_mua,Mua,Da Nang
430015,Ho Hoc Khe,vrain_mua,Mua,Da Nang
430016,Suoi Luong,vrain_mua,Mua,Da Nang
430017,Ho Hoa Khe Hoa Son,vrain_mua,Mua,Da Nang
430018,Ho Thac Gian,vrain_mua,Mua,Da Nang
430019,Suoi Da,vrain_mua,Mua,Da Nang
430020,Dap Ha Thanh,vrain_mua,Mua,Quang Nam
430021,Hoa Phuoc,vrain_mua,Mua,Da Nang
430022,Hoa Hai,vrain_mua,Mua,Da Nang
436,Binh Lam,vrain_mua,Mua,Quang Nam
437,Que Loc,vrain_mua,Mua,Quang Nam
442,Tam Tra,vrain_mua,Mua,Quang Nam
445,Dai Hiep,vrain_mua,Mua,Quang Nam
456874,Ba Trang,vrain_mua,Mua,Quang Ngai
457122,Ba Nam,vrain_mua,Mua,Quang Ngai
470684,Duc Phong,vrain_mua,Mua,Quang Ngai
472622,Duc Phu,vrain_mua,Mua,Quang Ngai
473942,Nghia Trung,vrain_mua,Mua,Quang Ngai
476310,Ba Dien,vrain_mua,Mua,Quang Ngai
478645,Binh Tan,vrain_mua,Mua,Quang Ngai
483909,Tra Phu,vrain_mua,Mua,Quang Ngai
485806,Binh Khuong,vrain_mua,Mua,Quang Ngai
492430,Tra Leng,vrain_mua,Mua,Quang Nam
501833,Ba Vinh,vrain_mua,Mua,Quang Ngai
522912,Tram Kiem lam Song Bac,vrain_mua,Mua,Da Nang
53990,Tan Hoa,vrain_mua,Mua,Quang Binh
53997,Cao Quang,vrain_mua,Mua,Quang Binh
551900,Son Giang,mua_oday_thuyvan,Mua,Quang Ngai
551900,Son Giang,mucnuoc_oday,Muc Nuoc,Quang Ngai
551900,Son Giang,nguondataloger_oday,Nguon dataloger,Quang Ngai
552000,Tra Khuc,mua_oday_thuyvan,Mua,Quang Ngai
552000,Tra Khuc,mucnuoc_oday,Muc Nuoc,Quang Ngai
552000,Tra Khuc,nguondataloger_oday,Nguon dataloger,Quang Ngai
552100,An Chi,mua_oday_thuyvan,Mua,Quang Ngai
552100,An Chi,mucnuoc_oday,Muc Nuoc,Quang Ngai
552100,An Chi,nguondataloger_oday,Nguon dataloger,Quang Ngai
552200,Song Ve,mua_oday_thuyvan,Mua,Quang Ngai
552200,Song Ve,mucnuoc_oday,Muc Nuoc,Quang Ngai
552200,Song Ve,nguondataloger_oday,Nguon dataloger,Quang Ngai
552300,Binh Dong,mua_oday_thuyvan,Mua,Quang Ngai
552300,Binh Dong,mucnuoc_oday,Muc Nuoc,Quang Ngai
552300,Binh Dong,nguondataloger_oday,Nguon dataloger,Quang Ngai
552400,Chau O,mua_oday_thuyvan,Mua,Quang Ngai
552400,Chau O,mucnuoc_oday,Muc Nuoc,Quang Ngai
552400,Chau O,nguondataloger_oday,Nguon dataloger,Quang Ngai
552500,Tra Cau,mua_oday_thuyvan,Mua,Quang Ngai
552500,Tra Cau,mucnuoc_oday,Muc Nuoc,Quang Ngai
552500,Tra Cau,nguondataloger_oday,Nguon dataloger,Quang Ngai
552600,Hiep Duc,mua_oday_thuyvan,Mua,Quang Nam
552600,Hiep Duc,mucnuoc_oday,Muc Nuoc,Quang Nam
552600,Hiep Duc,nguondataloger_oday,Nguon dataloger,Quang Nam
552600,Hiep Duc,nguonsieuam_oday,Nguon Sieu Am,Quang Nam
552600,Hiep Duc,nhietdo_sieuam_oday,Nhiet Do,Quang Nam
552700,Cau Lau,mua_oday_thuyvan,Mua,Quang Nam
552700,Cau Lau,mucnuoc_oday,Muc Nuoc,Quang Nam
552700,Cau Lau,nguondataloger_oday,Nguon dataloger,Quang Nam
552800,Hien Vuong,mua_oday_thuyvan,Mua,Quang Nam
552800,Hien Vuong,mucnuoc_oday,Muc Nuoc,Quang Nam
552800,Hien Vuong,nguondataloger_oday,Nguon dataloger,Quang Nam
552900,Kham Duc,mua_oday_domua,Mua,Quang Nam
552900,Kham Duc,nguondataloger_oday,Nguon dataloger,Quang Nam
553000,Thanh My,mua_oday_thuyvan,Mua,Quang Nam
553000,Thanh My,mucnuoc_oday,Muc Nuoc,Quang Nam
553000,Thanh My,nguondataloger_oday,Nguon dataloger,Quang Nam
553000,Thanh My,nguonsieuam_oday,Nguon Sieu Am,Quang Nam
553000,Thanh My,nhietdo_sieuam_oday,Nhiet Do,Quang Nam
553100,Hoi Khach,mua_oday_thuyvan,Mua,Quang Nam
553100,Hoi Khach,mucnuoc_oday,Muc Nuoc,Quang Nam
553100,Hoi Khach,nguondataloger_oday,Nguon dataloger,Quang Nam
553200,Giao Thuy,mua_oday_thuyvan,Mua,Quang Nam
553200,Giao Thuy,mucnuoc_oday,Muc Nuoc,Quang Nam
553200,Giao Thuy,nguondataloger_oday,Nguon dataloger,Quang Nam
553300,Ai Nghia,mua_oday_thuyvan,Mua,Quang Nam
553300,Ai Nghia,mucnuoc_oday,Muc Nuoc,Quang Nam
553300,Ai Nghia,nguondataloger_oday,Nguon dataloger,Quang Nam
553400,Cam Le,mua_oday_thuyvan,Mua,Da Nang
553400,Cam Le,mucnuoc_oday,Muc Nuoc,Da Nang
553400,Cam Le,nguondataloger_oday,Nguon dataloger,Da Nang
553400,Cam Le,nguonsieuam_oday,Nguon Sieu Am,Da Nang
553400,Cam Le,nhietdo_sieuam_oday,Nhiet Do,Da Nang
553500,Ky Phu,mua_oday_thuyvan,Mua,Quang Nam
553500,Ky Phu,mucnuoc_oday,Muc Nuoc,Quang Nam
553500,Ky Phu,nguondataloger_oday,Nguon dataloger,Quang Nam
553600,Nong Son,mua_oday_thuyvan,Mua,Quang Nam
553600,Nong Son,mucnuoc_oday,Muc Nuoc,Quang Nam
553600,Nong Son,nguondataloger_oday,Nguon dataloger,Quang Nam
553700,Hoi An,mua_oday_thuyvan,Mua,Quang Nam
553700,Hoi An,mucnuoc_oday,Muc Nuoc,Quang Nam
553700,Hoi An,nguondataloger_oday,Nguon dataloger,Quang Nam
553800,Kim Long,mua_oday_thuyvan,Mua,Thua Thien Hue
553800,Kim Long,mucnuoc_oday,Muc Nuoc,Thua Thien Hue
553800,Kim Long,nguondataloger_oday,Nguon dataloger,Thua Thien Hue
553900,Binh Dien,mua_oday_thuyvan,Mua,Thua Thien Hue
553900,Binh Dien,mucnuoc_oday,Muc Nuoc,Thua Thien Hue
553900,Binh Dien,nguondataloger_oday,Nguon dataloger,Thua Thien Hue
553900,Binh Dien,nguonsieuam_oday,Nguon Sieu Am,Thua Thien Hue
553900,Binh Dien,nhietdo_sieuam_oday,Nhiet Do,Thua Thien Hue
554000,Phu Oc,mua_oday_thuyvan,Mua,Thua Thien Hue
554000,Phu Oc,mucnuoc_oday,Muc Nuoc,Thua Thien Hue
554000,Phu Oc,nguondataloger_oday,Nguon dataloger,Thua Thien Hue
554100,Phong Dien,mua_oday_thuyvan,Mua,Thua Thien Hue
554100,Phong Dien,mucnuoc_oday,Muc Nuoc,Thua Thien Hue
554100,Phong Dien,nguondataloger_oday,Nguon dataloger,Thua Thien Hue
554200,Cau Truoi,mua_oday_thuyvan,Mua,Thua Thien Hue
554200,Cau Truoi,mucnuoc_oday,Muc Nuoc,Thua Thien Hue
554200,Cau Truoi,nguondataloger_oday,Nguon dataloger,Thua Thien Hue
554300,Thuong Nhat,mua_oday_thuyvan,Mua,Thua Thien Hue
554300,Thuong Nhat,mucnuoc_oday,Muc Nuoc,Thua Thien Hue
554300,Thuong Nhat,nguondataloger_oday,Nguon dataloger,Thua Thien Hue
554300,Thuong Nhat,nhietdo_sieuam_oday,Nhiet Do,Thua Thien Hue
554400,Co Bi,mua_oday_thuyvan,Mua,Thua Thien Hue
554400,Co Bi,mucnuoc_oday,Muc Nuoc,Thua Thien Hue
554400,Co Bi,nguondataloger_oday,Nguon dataloger,Thua Thien Hue
554500,Dakrong,mua_oday_thuyvan,Mua,Quang Tri
554500,Dakrong,mucnuoc_oday,Muc Nuoc,Quang Tri
554500,Dakrong,nguondataloger_oday,Nguon dataloger,Quang Tri
554500,Dakrong,nguonsieuam_oday,Nguon Sieu Am,Quang Tri
554500,Dakrong,nhietdo_sieuam_oday,Nhiet Do,Quang Tri
554600,Thach Han,mua_oday_thuyvan,Mua,Quang Tri
554600,Thach Han,mucnuoc_oday,Muc Nuoc,Quang Tri
554600,Thach Han,nguondataloger_oday,Nguon dataloger,Quang Tri
554700,Dong Ha idro,mua_oday_thuyvan,Mua,Quang Tri
554700,Dong Ha idro,mucnuoc_oday,Muc Nuoc,Quang Tri
554700,Dong Ha idro,nguondataloger_oday,Nguon dataloger,Quang Tri
554800,Cua Viet,mua_oday_thuyvan,Mua,Quang Tri
554800,Cua Viet,mucnuoc_oday,Muc Nuoc,Quang Tri
554800,Cua Viet,nguondataloger_oday,Nguon dataloger,Quang Tri
554900,Gia Vong,mua_oday_thuyvan,Mua,Quang Tri
554900,Gia Vong,mucnuoc_oday,Muc Nuoc,Quang Tri
554900,Gia Vong,nguondataloger_oday,Nguon dataloger,Quang Tri
555000,Hien Luong,mua_oday_thuyvan,Mua,Quang Tri
555000,Hien Luong,mucnuoc_oday,Muc Nuoc,Quang Tri
555000,Hien Luong,nguondataloger_oday,Nguon dataloger,Quang Tri
555100,My Chanh,mua_oday_thuyvan,Mua,Quang Tri
555100,My Chanh,mucnuoc_oday,Muc Nuoc,Quang Tri
555100,My Chanh,nguondataloger_oday,Nguon dataloger,Quang Tri
555200,Dau Mau,mua_oday_thuyvan,Mua,Quang Tri
555200,Dau Mau,mucnuoc_oday,Muc Nuoc,Quang Tri
555200,Dau Mau,nguondataloger_oday,Nguon dataloger,Quang Tri
555300,Dong Tam,mua_oday_thuyvan,Mua,Quang Binh
555300,Dong Tam,mucnuoc_oday,Muc Nuoc,Quang Binh
555300,Dong Tam,nguondataloger_oday,Nguon dataloger,Quang Binh
555400,Mai Hoa,mua_oday_thuyvan,Mua,Quang Binh
555400,Mai Hoa,mucnuoc_oday,Muc Nuoc,Quang Binh
555400,Mai Hoa,nguondataloger_oday,Nguon dataloger,Quang Binh
555500,Kien Giang,mua_oday_thuyvan,Mua,Quang Binh
555500,Kien Giang,mucnuoc_oday,Muc Nuoc,Quang Binh
555500,Kien Giang,nguondataloger_oday,Nguon dataloger,Quang Binh
555600,Dong Hoi meteo,doam_oday,Do Am,Quang Binh
555600,Dong Hoi meteo,huonggioavg10_oday,Huong Gio AVG10,Quang Binh
555600,Dong Hoi meteo,huonggiomax60_oday,Huong Gio Max 60,Quang Binh
555600,Dong Hoi meteo,huonggio_oday,Huong Gio,Quang Binh
555600,Dong Hoi meteo,khiap_oday,Khi Ap,Quang Binh
555600,Dong Hoi meteo,mua_oday_khituong,Mua,Quang Binh
555600,Dong Hoi meteo,nguondataloger_oday,Nguon dataloger,Quang Binh
555600,Dong Hoi meteo,nhietdo_oday,Nhiet Do,Quang Binh
555600,Dong Hoi meteo,tocdogio_avg10_oday,Toc Do Gio AVG10,Quang Binh
555600,Dong Hoi meteo,tocdogio_max60_oday,Toc Do Gio max 60,Quang Binh
555600,Dong Hoi meteo,tocdogio_oday,Toc Do Gio,Quang Binh
555700,Phong Nha,mua_oday_thuyvan,Mua,Quang Binh
555700,Phong Nha,mucnuoc_oday,Muc Nuoc,Quang Binh
555700,Phong Nha,nguondataloger_oday,Nguon dataloger,Quang Binh
555800,Tan My,mua_oday_thuyvan,Mua,Quang Binh
555800,Tan My,mucnuoc_oday,Muc Nuoc,Quang Binh
555800,Tan My,nguondataloger_oday,Nguon dataloger,Quang Binh
555900,Tan Lam,mua_oday_thuyvan,Mua,Quang Binh
555900,Tan Lam,mucnuoc_oday,Muc Nuoc,Quang Binh
555900,Tan Lam,nguondataloger_oday,Nguon dataloger,Quang Binh
556100,Le Thuy,mua_oday_khituong,Mua,Quang Binh
556100,Le Thuy,mucnuoc_oday,Muc Nuoc,Quang Binh
556100,Le Thuy,nguondataloger_oday,Nguon dataloger,Quang Binh
556200,Dung Quat Meteo,doam_oday,Do Am,Quang Ngai
556200,Dung Quat Meteo,huonggioavg10_oday,Huong Gio AVG10,Quang Ngai
556200,Dung Quat Meteo,huonggiomax60_oday,Huong Gio Max 60,Quang Ngai
556200,Dung Quat Meteo,huonggio_oday,Huong Gio,Quang Ngai
556200,Dung Quat Meteo,khiap_oday,Khi Ap,Quang Ngai
556200,Dung Quat Meteo,mua_oday_khituong,Mua,Quang Ngai
556200,Dung Quat Meteo,nguondataloger_oday,Nguon dataloger,Quang Ngai
556200,Dung Quat Meteo,nhietdo_oday,Nhiet Do,Quang Ngai
556200,Dung Quat Meteo,tocdogio_avg10_oday,Toc Do Gio AVG10,Quang Ngai
556200,Dung Quat Meteo,tocdogio_max60_oday,Toc Do Gio max 60,Quang Ngai
556200,Dung Quat Meteo,tocdogio_oday,Toc Do Gio,Quang Ngai
556300,Ba To,doam_oday,Do Am,Quang Ngai
556300,Ba To,huonggioavg10_oday,Huong Gio AVG10,Quang Ngai
556300,Ba To,huonggiomax60_oday,Huong Gio Max 60,Quang Ngai
556300,Ba To,huonggio_oday,Huong Gio,Quang Ngai
556300,Ba To,khiap_oday,Khi Ap,Quang Ngai
556300,Ba To,mua_oday_khituong,Mua,Quang Ngai
556300,Ba To,nguondataloger_oday,Nguon dataloger,Quang Ngai
556300,Ba To,nhietdo_oday,Nhiet Do,Quang Ngai
556300,Ba To,tocdogio_avg10_oday,Toc Do Gio AVG10,Quang Ngai
556300,Ba To,tocdogio_max60_oday,Toc Do Gio max 60,Quang Ngai
556300,Ba To,tocdogio_oday,Toc Do Gio,Quang Ngai
556400,Quang Ngai,doam_oday,Do Am,Quang Ngai
556400,Quang Ngai,huonggioavg10_oday,Huong Gio AVG10,Quang Ngai
556400,Quang Ngai,huonggiomax60_oday,Huong Gio Max 60,Quang Ngai
556400,Quang Ngai,huonggio_oday,Huong Gio,Quang Ngai
556400,Quang Ngai,khiap_oday,Khi Ap,Quang Ngai
556400,Quang Ngai,mua_oday_khituong,Mua,Quang Ngai
556400,Quang Ngai,nguondataloger_oday,Nguon dataloger,Quang Ngai
556400,Quang Ngai,nhietdo_oday,Nhiet Do,Quang Ngai
556400,Quang Ngai,tocdogio_avg10_oday,Toc Do Gio AVG10,Quang Ngai
556400,Quang Ngai,tocdogio_max60_oday,Toc Do Gio max 60,Quang Ngai
556400,Quang Ngai,tocdogio_oday,Toc Do Gio,Quang Ngai
556500,Ly Son,doam_oday,Do Am,Quang Ngai
556500,Ly Son,huonggioavg10_oday,Huong Gio AVG10,Quang Ngai
556500,Ly Son,huonggiomax60_oday,Huong Gio Max 60,Quang Ngai
556500,Ly Son,huonggio_oday,Huong Gio,Quang Ngai
556500,Ly Son,khiap_oday,Khi Ap,Quang Ngai
556500,Ly Son,mua_oday_khituong,Mua,Quang Ngai
556500,Ly Son,nguondataloger_oday,Nguon dataloger,Quang Ngai
556500,Ly Son,nhietdo_oday,Nhiet Do,Quang Ngai
556500,Ly Son,tocdogio_avg10_oday,Toc Do Gio AVG10,Quang Ngai
556500,Ly Son,tocdogio_max60_oday,Toc Do Gio max 60,Quang Ngai
556500,Ly Son,tocdogio_oday,Toc Do Gio,Quang Ngai
556600,Da Nang,doam_oday,Do Am,Da Nang
556600,Da Nang,huonggioavg10_oday,Huong Gio AVG10,Da Nang
556600,Da Nang,huonggiomax60_oday,Huong Gio Max 60,Da Nang
556600,Da Nang,huonggio_oday,Huong Gio,Da Nang
556600,Da Nang,khiap_oday,Khi Ap,Da Nang
556600,Da Nang,mua_oday_khituong,Mua,Da Nang
556600,Da Nang,nguondataloger_oday,Nguon dataloger,Da Nang
556600,Da Nang,nhietdo_oday,Nhiet Do,Da Nang
556600,Da Nang,tocdogio_avg10_oday,Toc Do Gio AVG10,Da Nang
556600,Da Nang,tocdogio_max60_oday,Toc Do Gio max 60,Da Nang
556600,Da Nang,tocdogio_oday,Toc Do Gio,Da Nang
556700,Tra My,doam_oday,Do Am,Quang Nam
556700,Tra My,huonggioavg10_oday,Huong Gio AVG10,Quang Nam
556700,Tra My,huonggiomax60_oday,Huong Gio Max 60,Quang Nam
556700,Tra My,huonggio_oday,Huong Gio,Quang Nam
556700,Tra My,khiap_oday,Khi Ap,Quang Nam
556700,Tra My,mua_oday_khituong,Mua,Quang Nam
556700,Tra My,nguondataloger_oday,Nguon dataloger,Quang Nam
556700,Tra My,nhietdo_oday,Nhiet Do,Quang Nam
556700,Tra My,tocdogio_avg10_oday,Toc Do Gio AVG10,Quang Nam
556700,Tra My,tocdogio_max60_oday,Toc Do Gio max 60,Quang Nam
556700,Tra My,tocdogio_oday,Toc Do Gio,Quang Nam
556800,Tam Ky,doam_oday,Do Am,Quang Nam
556800,Tam Ky,huonggioavg10_oday,Huong Gio AVG10,Quang Nam
556800,Tam Ky,huonggiomax60_oday,Huong Gio Max 60,Quang Nam
556800,Tam Ky,huonggio_oday,Huong Gio,Quang Nam
556800,Tam Ky,khiap_oday,Khi Ap,Quang Nam
556800,Tam Ky,mua_oday_khituong,Mua,Quang Nam
556800,Tam Ky,nguondataloger_oday,Nguon dataloger,Quang Nam
556800,Tam Ky,nhietdo_oday,Nhiet Do,Quang Nam
556800,Tam Ky,tocdogio_avg10_oday,Toc Do Gio AVG10,Quang Nam
556800,Tam Ky,tocdogio_max60_oday,Toc Do Gio max 60,Quang Nam
556800,Tam Ky,tocdogio_oday,Toc Do Gio,Quang Nam
556900,Cu Lao Cham,doam_oday,Do Am,Quang Nam
556900,Cu Lao Cham,huonggioavg10_oday,Huong Gio AVG10,Quang Nam
556900,Cu Lao Cham,huonggiomax60_oday,Huong Gio Max 60,Quang Nam
556900,Cu Lao Cham,huonggio_oday,Huong Gio,Quang Nam
556900,Cu Lao Cham,khiap_oday,Khi Ap,Quang Nam
556900,Cu Lao Cham,mua_oday_khituong,Mua,Quang Nam
556900,Cu Lao Cham,nguondataloger_oday,Nguon dataloger,Quang Nam
556900,Cu Lao Cham,nhietdo_oday,Nhiet Do,Quang Nam
556900,Cu Lao Cham,tocdogio_avg10_oday,Toc Do Gio AVG10,Quang Nam
556900,Cu Lao Cham,tocdogio_max60_oday,Toc Do Gio max 60,Quang Nam
556900,Cu Lao Cham,tocdogio_oday,Toc Do Gio,Quang Nam
557000,Nam Dong,doam_oday,Do Am,Thua Thien Hue
557000,Nam Dong,huonggioavg10_oday,Huong Gio AVG10,Thua Thien Hue
557000,Nam Dong,huonggiomax60_oday,Huong Gio Max 60,Thua Thien Hue
557000,Nam Dong,huonggio_oday,Huong Gio,Thua Thien Hue
557000,Nam Dong,khiap_oday,Khi Ap,Thua Thien Hue
557000,Nam Dong,mua_oday_khituong,Mua,Thua Thien Hue
557000,Nam Dong,nguondataloger_oday,Nguon dataloger,Thua Thien Hue
557000,Nam Dong,nhietdo_oday,Nhiet Do,Thua Thien Hue
557000,Nam Dong,tocdogio_avg10_oday,Toc Do Gio AVG10,Thua Thien Hue
557000,Nam Dong,tocdogio_max60_oday,Toc Do Gio max 60,Thua Thien Hue
557000,Nam Dong,tocdogio_oday,Toc Do Gio,Thua Thien Hue
557100,A Luoi,doam_oday,Do Am,Thua Thien Hue
557100,A Luoi,huonggioavg10_oday,Huong Gio AVG10,Thua Thien Hue
557100,A Luoi,huonggiomax60_oday,Huong Gio Max 60,Thua Thien Hue
557100,A Luoi,huonggio_oday,Huong Gio,Thua Thien Hue
557100,A Luoi,khiap_oday,Khi Ap,Thua Thien Hue
557100,A Luoi,mua_oday_khituong,Mua,Thua Thien Hue
557100,A Luoi,nguondataloger_oday,Nguon dataloger,Thua Thien Hue
557100,A Luoi,nhietdo_oday,Nhiet Do,Thua Thien Hue
557100,A Luoi,tocdogio_avg10_oday,Toc Do Gio AVG10,Thua Thien Hue
557100,A Luoi,tocdogio_max60_oday,Toc Do Gio max 60,Thua Thien Hue
557100,A Luoi,tocdogio_oday,Toc Do Gio,Thua Thien Hue
557200,Khe Sanh,doam_oday,Do Am,Quang Tri
557200,Khe Sanh,huonggioavg10_oday,Huong Gio AVG10,Quang Tri
557200,Khe Sanh,huonggiomax60_oday,Huong Gio Max 60,Quang Tri
557200,Khe Sanh,huonggio_oday,Huong Gio,Quang Tri
557200,Khe Sanh,khiap_oday,Khi Ap,Quang Tri
557200,Khe Sanh,mua_oday_khituong,Mua,Quang Tri
